[Metadata]
Synthesized Angel
削除
Destiny19
AngelFalse Sakuzyo
72
0.721

[TimingPoints]
0,400,4,2,2,100,1,0
5792,400,4,2,2,100,1,0
6392,3,4,2,2,100,1,0
6792,200,4,2,2,100,1,0
6992,800,4,2,2,100,1,0
7092,200,4,2,2,100,1,0
7192,470.588235294118,4,2,2,100,1,0
12996,200,4,2,2,100,1,0
13021,800,4,2,2,100,1,0
13104,200,4,2,2,100,1,0
13129,800,4,2,2,100,1,0
13146,400,4,2,2,100,1,0
13196,800,4,2,2,100,1,0
13296,400,4,2,2,100,1,0
13396,200,4,2,2,100,1,0
13596,400,4,2,2,100,1,0
14396,200,4,2,2,100,1,0
14446,400,4,2,2,100,1,0
15196,200,4,2,2,100,1,0
15246,400,4,2,2,100,1,0
15996,200,4,2,2,100,1,0
16046,400,4,2,2,100,1,0
16596,200,4,2,2,100,1,0
16646,400,4,2,2,100,1,0
16796,200,4,2,2,100,1,0
16846,400,4,2,2,100,1,0
17596,200,4,2,2,100,1,0
17646,400,4,2,2,100,1,0
18396,200,4,2,2,100,1,0
18446,400,4,2,2,100,1,0
19196,133.333333333333,4,2,2,100,1,0
19246,1333.33333333333,4,2,2,100,1,0
19384,133.333333333333,4,2,2,100,1,0
19434,1333.33333333333,4,2,2,100,1,0
19601,133.333333333333,4,2,2,100,1,0
19651,1333.33333333333,4,2,2,100,1,0
19790,133.333333333333,4,2,2,100,1,0
19840,1333.33333333333,4,2,2,100,1,0
20007,200,4,2,2,100,1,0
20057,400,4,2,2,100,1,0
20807,200,4,2,2,100,1,0
20857,400,4,2,2,100,1,0
21607,200,4,2,2,100,1,0
21657,400,4,2,2,100,1,0
22407,200,4,2,2,100,1,0
22457,400,4,2,2,100,1,0
23007,200,4,2,2,100,1,0
23057,400,4,2,2,100,1,0
23207,200,4,2,2,100,1,0
23257,400,4,2,2,100,1,0
24007,200,4,2,2,100,1,0
24057,400,4,2,2,100,1,0
24807,200,4,2,2,100,1,0
24857,400,4,2,2,100,1,0
25607,200,4,2,2,100,1,0
25657,400,4,2,2,100,1,0
26407,200,4,2,2,100,1,0
26457,400,4,2,2,100,1,0
27207,200,4,2,2,100,1,0
27257,400,4,2,2,100,1,0
28007,133.333333333333,4,2,2,100,1,0
28057,400,4,2,2,100,1,0
28407,400,4,2,2,100,1,0
28807,200,4,2,2,100,1,0
28857,400,4,2,2,100,1,0
29407,200,4,2,2,100,1,0
29457,400,4,2,2,100,1,0
29607,200,4,2,2,100,1,0
29657,400,4,2,2,100,1,0
30407,200,4,2,2,100,1,0
30457,400,4,2,2,100,1,0
31207,200,4,2,2,100,1,0
31257,400,4,2,2,100,1,0
32007,200,4,2,2,100,1,0
32057,400,4,2,2,100,1,0
32407,160,4,2,2,100,1,0
32457,400,4,2,2,100,1,0
32607,160,4,2,2,100,1,0
32657,400,4,2,2,100,1,0
39207,266.666666666667,4,2,2,100,1,0
39257,400,4,2,2,100,1,0
39607,266.666666666667,4,2,2,100,1,0
39657,400,4,2,2,100,1,0
40007,266.666666666667,4,2,2,100,1,0
40057,400,4,2,2,100,1,0
40407,266.666666666667,4,2,2,100,1,0
40457,400,4,2,2,100,1,0
40807,266.666666666667,4,2,2,100,1,0
40857,400,4,2,2,100,1,0
41207,266.666666666667,4,2,2,100,1,0
41257,400,4,2,2,100,1,0
41607,266.666666666667,4,2,2,100,1,0
41657,400,4,2,2,100,1,0
42007,266.666666666667,4,2,2,100,1,0
42057,400,4,2,2,100,1,0
42407,266.666666666667,4,2,2,100,1,0
42457,400,4,2,2,100,1,0
42807,266.666666666667,4,2,2,100,1,0
42857,400,4,2,2,100,1,0
43207,266.666666666667,4,2,2,100,1,0
43257,400,4,2,2,100,1,0
43607,266.666666666667,4,2,2,100,1,0
43657,400,4,2,2,100,1,0
44007,266.666666666667,4,2,2,100,1,0
44057,400,4,2,2,100,1,0
44407,266.666666666667,4,2,2,100,1,0
44457,400,4,2,2,100,1,0
44807,266.666666666667,4,2,2,100,1,0
44857,400,4,2,2,100,1,0
45007,200,4,2,2,100,1,0
45032,400,4,2,2,100,1,0
45107,200,4,2,2,100,1,0
45132,400,4,2,2,100,1,0
45207,200,4,2,2,100,1,0
45232,400,4,2,2,100,1,0
45607,200,4,2,2,100,1,0
45657,533.333333333333,4,2,2,100,1,0
48801,200,4,2,2,100,1,0
48851,533.333333333333,4,2,2,100,1,0
52007,200,4,2,2,100,1,0
52057,533.333333333333,4,2,2,100,1,0
55201,200,4,2,2,100,1,0
55251,533.333333333333,4,2,2,100,1,0
57607,266.666666666667,4,2,2,100,1,0
57629,533.333333333333,4,2,2,100,1,0
57707,266.666666666667,4,2,2,100,1,0
57729,533.333333333333,4,2,2,100,1,0
57807,266.666666666667,4,2,2,100,1,0
57834,533.333333333333,4,2,2,100,1,0
57901,266.666666666667,4,2,2,100,1,0
57929,533.333333333333,4,2,2,100,1,0
58007,266.666666666667,4,2,2,100,1,0
58029,533.333333333333,4,2,2,100,1,0
58407,400,4,2,2,100,1,0
58457,400,4,2,2,100,1,0
58607,800,4,2,2,100,1,0
58707,400,4,2,2,100,1,0
58757,228.571428571429,4,2,2,100,1,0
58804,800,4,2,2,100,1,0
58904,400,4,2,2,100,1,0
58954,228.571428571429,4,2,2,100,1,0
59007,800,4,2,2,100,1,0
59107,400,4,2,2,100,1,0
59157,228.571428571429,4,2,2,100,1,0
59204,800,4,2,2,100,1,0
59304,400,4,2,2,100,1,0
59354,228.571428571429,4,2,2,100,1,0
59407,800,4,2,2,100,1,0
59507,400,4,2,2,100,1,0
59557,228.571428571429,4,2,2,100,1,0
59604,800,4,2,2,100,1,0
59704,400,4,2,2,100,1,0
59754,228.571428571429,4,2,2,100,1,0
59807,800,4,2,2,100,1,0
59907,400,4,2,2,100,1,0
59957,228.571428571429,4,2,2,100,1,0
60004,800,4,2,2,100,1,0
60104,400,4,2,2,100,1,0
60154,228.571428571429,4,2,2,100,1,0
60207,800,4,2,2,100,1,0
60307,400,4,2,2,100,1,0
60357,228.571428571429,4,2,2,100,1,0
60404,800,4,2,2,100,1,0
60504,400,4,2,2,100,1,0
60554,228.571428571429,4,2,2,100,1,0
60607,800,4,2,2,100,1,0
