[Metadata]
Trickl4sh 220
t*pazolite
Destiny19
sdvx sound voltex
84
0.879

[TimingPoints]
0,272.727272727273,4,2,2,100,1,0
1097,272.727272727273,4,2,2,100,1,0
5182,181.818181818182,4,2,2,100,1,0
5216,545.454545454546,4,2,2,100,1,0
5250,181.818181818182,4,2,2,100,1,0
5284,545.454545454546,4,2,2,100,1,0
5318,181.818181818182,4,2,2,100,1,0
5352,545.454545454546,4,2,2,100,1,0
5386,181.818181818182,4,2,2,100,1,0
5420,545.454545454546,4,2,2,100,1,0
5455,272.727272727273,4,2,2,100,1,0
9409,181.818181818182,4,2,2,100,1,0
9443,545.454545454546,4,2,2,100,1,0
9477,181.818181818182,4,2,2,100,1,0
9511,545.454545454546,4,2,2,100,1,0
9545,181.818181818182,4,2,2,100,1,0
9580,545.454545454546,4,2,2,100,1,0
9614,181.818181818182,4,2,2,100,1,0
9648,545.454545454546,4,2,2,100,1,0
9682,181.818181818182,4,2,2,100,1,0
9716,545.454545454546,4,2,2,100,1,0
9750,181.818181818182,4,2,2,100,1,0
9784,545.454545454546,4,2,2,100,1,0
9818,136.363636363636,4,2,2,100,1,0
9955,545.454545454546,4,2,2,100,1,0
10227,136.363636363636,4,2,2,100,1,0
10364,545.454545454546,4,2,2,100,1,0
10636,181.818181818182,4,2,2,100,1,0
10773,545.454545454546,4,2,2,100,1,0
10909,272.727272727273,4,2,2,100,1,0
12000,136.363636363636,4,2,2,100,1,0
12136,545.454545454546,4,2,2,100,1,0
12409,136.363636363636,4,2,2,100,1,0
12545,545.454545454546,4,2,2,100,1,0
12818,136.363636363636,4,2,2,100,1,0
12955,545.454545454546,4,2,2,100,1,0
13227,136.363636363636,4,2,2,100,1,0
13364,545.454545454546,4,2,2,100,1,0
13636,181.818181818182,4,2,2,100,1,0
13773,545.454545454546,4,2,2,100,1,0
13909,181.818181818182,4,2,2,100,1,0
14045,545.454545454546,4,2,2,100,1,0
14182,136.363636363636,4,2,2,100,1,0
14318,545.454545454546,4,2,2,100,1,0
14591,136.363636363636,4,2,2,100,1,0
14727,545.454545454546,4,2,2,100,1,0
15000,181.818181818182,4,2,2,100,1,0
15136,545.454545454546,4,2,2,100,1,0
15273,272.727272727273,4,2,2,100,1,0
16364,136.363636363636,4,2,2,100,1,0
16500,545.454545454546,4,2,2,100,1,0
16773,136.363636363636,4,2,2,100,1,0
16909,545.454545454546,4,2,2,100,1,0
17182,136.363636363636,4,2,2,100,1,0
17318,545.454545454546,4,2,2,100,1,0
17591,136.363636363636,4,2,2,100,1,0
17727,545.454545454546,4,2,2,100,1,0
18000,90.9090909090909,4,2,2,100,1,0
18068,779.220779220779,4,2,2,100,1,0
18263,181.818181818182,4,2,2,100,1,0
18399,545.454545454546,4,2,2,100,1,0
18536,272.727272727273,4,2,2,100,1,0
22354,218.181818181818,4,2,2,100,1,0
22422,363.636363636364,4,2,2,100,1,0
22490,218.181818181818,4,2,2,100,1,0
22558,363.636363636364,4,2,2,100,1,0
22627,90.9090909090909,4,2,2,100,1,0
22695,779.220779220779,4,2,2,100,1,0
22890,272.727272727273,4,2,2,100,1,0
26162,363.636363636364,4,2,2,100,1,0
27253,272.727272727273,4,2,2,100,1,0
28344,136.363636363636,4,2,2,100,1,0
28412,545.454545454546,4,2,2,100,1,0
28549,136.363636363636,4,2,2,100,1,0
28617,545.454545454546,4,2,2,100,1,0
28753,181.818181818182,4,2,2,100,1,0
28821,545.454545454546,4,2,2,100,1,0
28890,272.727272727273,4,2,2,100,1,0
29162,90.9090909090909,4,2,2,100,1,0
29231,779.220779220779,4,2,2,100,1,0
29425,272.727272727273,4,2,2,100,1,0
30516,181.818181818182,4,2,2,100,1,0
30584,545.454545454546,4,2,2,100,1,0
30653,136.363636363636,4,2,2,100,1,0
30721,545.454545454546,4,2,2,100,1,0
30857,90.9090909090909,4,2,2,100,1,0
30925,779.220779220779,4,2,2,100,1,0
31120,272.727272727273,4,2,2,100,1,0
34870,363.636363636364,4,2,2,100,1,0
40325,272.727272727273,4,2,2,100,1,0
46325,90.9090909090909,4,2,2,100,1,0
46393,908.182700354747,4,2,2,100,1,0
46620,90.9090909090909,4,2,2,100,1,0
46688,800,4,2,2,100,1,0
46888,272.727272727273,4,2,2,100,1,0
53502,545.454545454546,4,2,2,100,1,0
53570,363.636363636364,4,2,2,100,1,0
53638,272.727272727273,4,2,2,100,1,0
53706,218.181818181818,4,2,2,100,1,0
53774,181.818181818182,4,2,2,100,1,0
53843,90.9090909090909,4,2,2,100,1,0
53911,789.473684210526,4,2,2,100,1,0
54108,90.9090909090909,4,2,2,100,1,0
54176,789.473684210526,4,2,2,100,1,0
54374,272.727272727273,4,2,2,100,1,0
62215,545.454545454546,4,2,2,100,1,0
62283,363.636363636364,4,2,2,100,1,0
62351,272.727272727273,4,2,2,100,1,0
62419,218.181818181818,4,2,2,100,1,0
62487,181.818181818182,4,2,2,100,1,0
62556,90.9090909090909,4,2,2,100,1,0
62624,789.473684210526,4,2,2,100,1,0
62821,90.9090909090909,4,2,2,100,1,0
62889,789.473684210526,4,2,2,100,1,0
63087,272.727272727273,4,2,2,100,1,0
68132,363.636363636364,4,2,2,100,1,0
68678,272.727272727273,4,2,2,100,1,0
71950,363.636363636364,4,2,2,100,1,0
73041,272.727272727273,4,2,2,100,1,0
85041,22.7272727272727,4,2,2,100,1,0
85587,1090.90909090909,4,2,2,100,1,0
85859,272.727272727273,4,2,2,100,1,0
92678,181.818181818182,4,2,2,100,1,0
92746,545.454545454546,4,2,2,100,1,0
92814,272.727272727273,4,2,2,100,1,0
93087,90.9090909090909,4,2,2,100,1,0
93155,789.473684210526,4,2,2,100,1,0
93352,90.9090909090909,4,2,2,100,1,0
