[Metadata]
werewolf howls.
かめりあ
ookami
sound voltex touhou zun camellia
71
0.121

[TimingPoints]
0,270.27027027027,4,2,2,100,1,0
15135,540.540540540541,4,2,2,100,1,0
15270,270.27027027027,4,2,2,100,1,0
15338,135.135135135135,4,2,2,100,1,0
15405,270.27027027027,4,2,2,100,1,0
15676,540.540540540541,4,2,2,100,1,0
15811,270.27027027027,4,2,2,100,1,0
15878,135.135135135135,4,2,2,100,1,0
15946,270.27027027027,4,2,2,100,1,0
16216,540.540540540541,4,2,2,100,1,0
16351,270.27027027027,4,2,2,100,1,0
16419,135.135135135135,4,2,2,100,1,0
16486,270.27027027027,4,2,2,100,1,0
16757,540.540540540541,4,2,2,100,1,0
16824,270.27027027027,4,2,2,100,1,0
16858,135.135135135135,4,2,2,100,1,0
16892,270.27027027027,4,2,2,100,1,0
30541,135.135135135135,4,2,2,100,1,0
30608,270.27027027027,4,2,2,100,1,0
30676,540.540540540541,4,2,2,100,1,0
30811,270.27027027027,4,2,2,100,1,0
34595,540.540540540541,4,2,2,100,1,0
34730,270.27027027027,4,2,2,100,1,0
34797,135.135135135135,4,2,2,100,1,0
34865,540.540540540541,4,2,2,100,1,0
35000,270.27027027027,4,2,2,100,1,0
35068,135.135135135135,4,2,2,100,1,0
35135,540.540540540541,4,2,2,100,1,0
35270,270.27027027027,4,2,2,100,1,0
35338,135.135135135135,4,2,2,100,1,0
35405,540.540540540541,4,2,2,100,1,0
35541,270.27027027027,4,2,2,100,1,0
35608,135.135135135135,4,2,2,100,1,0
35676,540.540540540541,4,2,2,100,1,0
35811,270.27027027027,4,2,2,100,1,0
35878,135.135135135135,4,2,2,100,1,0
35946,540.540540540541,4,2,2,100,1,0
36081,270.27027027027,4,2,2,100,1,0
36149,135.135135135135,4,2,2,100,1,0
36216,540.540540540541,4,2,2,100,1,0
36351,270.27027027027,4,2,2,100,1,0
36419,135.135135135135,4,2,2,100,1,0
36486,540.540540540541,4,2,2,100,1,0
36622,270.27027027027,4,2,2,100,1,0
36689,135.135135135135,4,2,2,100,1,0
36757,270.27027027027,4,2,2,100,1,0
45135,540.540540540541,4,2,2,100,1,0
45270,270.27027027027,4,2,2,100,1,0
45338,135.135135135135,4,2,2,100,1,0
45405,2162.16216216216,4,2,2,100,1,0
49730,1081.08108108108,4,2,2,100,1,0
52432,540.540540540541,4,2,2,100,1,0
53514,360.36036036036,4,2,2,100,1,0
54054,270.27027027027,4,2,2,100,1,0
62703,540.540540540541,4,2,2,100,1,0
62838,270.27027027027,4,2,2,100,1,0
62905,135.135135135135,4,2,2,100,1,0
62973,270.27027027027,4,2,2,100,1,0
64865,540.540540540541,4,2,2,100,1,0
65000,270.27027027027,4,2,2,100,1,0
65068,135.135135135135,4,2,2,100,1,0
65135,270.27027027027,4,2,2,100,1,0
67027,540.540540540541,4,2,2,100,1,0
67162,270.27027027027,4,2,2,100,1,0
67230,135.135135135135,4,2,2,100,1,0
67297,270.27027027027,4,2,2,100,1,0
68108,540.540540540541,4,2,2,100,1,0
68243,270.27027027027,4,2,2,100,1,0
68311,135.135135135135,4,2,2,100,1,0
68378,270.27027027027,4,2,2,100,1,0
69189,540.540540540541,4,2,2,100,1,0
69324,270.27027027027,4,2,2,100,1,0
69392,135.135135135135,4,2,2,100,1,0
69459,270.27027027027,4,2,2,100,1,0
69595,540.540540540541,4,2,2,100,1,0
69730,270.27027027027,4,2,2,100,1,0
69797,135.135135135135,4,2,2,100,1,0
69865,540.540540540541,4,2,2,100,1,0
70000,270.27027027027,4,2,2,100,1,0
70068,135.135135135135,4,2,2,100,1,0
70135,270.27027027027,4,2,2,100,1,0
71351,2162.16216216216,4,2,2,100,1,0
75676,1081.08108108108,4,2,2,100,1,0
77838,540.540540540541,4,2,2,100,1,0
78108,360.36036036036,4,2,2,100,1,0
78378,270.27027027027,4,2,2,100,1,0
78649,180.18018018018,4,2,2,100,1,0
78919,270.27027027027,4,2,2,100,1,0
78986,135.135135135135,4,2,2,100,1,0
79122,270.27027027027,4,2,2,100,1,0
79257,540.540540540541,4,2,2,100,1,0
79527,270.27027027027,4,2,2,100,1,0
106014,540.540540540541,4,2,2,100,1,0
