[Metadata]
虹を編めたら
fhana
Kanasando
haruchika op niji o ametara
72
3.7

[TimingPoints]
0,487.80487804878,4,2,2,100,1,0
15610,243.90243902439,4,2,2,100,1,0
15671,0.91552734375,4,2,2,100,1,0
15673,243.90243902439,4,2,2,100,1,0
15734,487.80487804878,4,2,2,100,1,0
15856,975.609756097561,4,2,2,100,1,0
16100,243.90243902439,4,2,2,100,1,0
16161,0.91552734375,4,2,2,100,1,0
16164,243.90243902439,4,2,2,100,1,0
16225,487.80487804878,4,2,2,100,1,0
16347,975.609756097561,4,2,2,100,1,0
16591,487.80487804878,4,2,2,100,1,0
42932,487.80487804878,4,2,2,100,1,0
42993,0.91552734375,4,2,2,100,1,0
42998,487.80487804878,4,2,2,100,1,0
43059,975.609756097561,4,2,2,100,1,0
43425,487.80487804878,4,2,2,100,1,0
43486,0.91552734375,4,2,2,100,1,0
43489,487.80487804878,4,2,2,100,1,0
43550,975.609756097561,4,2,2,100,1,0
43916,487.80487804878,4,2,2,100,1,0
43977,0.91552734375,4,2,2,100,1,0
43979,487.80487804878,4,2,2,100,1,0
44040,975.609756097561,4,2,2,100,1,0
44406,487.80487804878,4,2,2,100,1,0
50991,975.609756097561,4,2,2,100,1,0
51113,325.20325203252,4,2,2,100,1,0
51235,975.609756097561,4,2,2,100,1,0
51357,487.80487804878,4,2,2,100,1,0
51540,243.90243902439,4,2,2,100,1,0
51601,975.609756097561,4,2,2,100,1,0
51723,325.20325203252,4,2,2,100,1,0
51845,975.609756097561,4,2,2,100,1,0
51967,487.80487804878,4,2,2,100,1,0
52150,243.90243902439,4,2,2,100,1,0
52211,487.80487804878,4,2,2,100,1,0
78552,487.80487804878,4,2,2,100,1,0
78674,0.91552734375,4,2,2,100,1,0
78678,487.80487804878,4,2,2,100,1,0
88068,975.609756097561,4,2,2,100,1,0
88190,325.20325203252,4,2,2,100,1,0
88312,487.80487804878,4,2,2,100,1,0
88434,975.609756097561,4,2,2,100,1,0
88556,325.20325203252,4,2,2,100,1,0
88678,975.609756097561,4,2,2,100,1,0
88800,325.20325203252,4,2,2,100,1,0
88922,487.80487804878,4,2,2,100,1,0
93678,975.609756097561,4,2,2,100,1,0
95141,487.80487804878,4,2,2,100,1,0
119044,487.80487804878,4,2,2,100,1,0
119105,0.91552734375,4,2,2,100,1,0
119109,487.80487804878,4,2,2,100,1,0
