[Metadata]
Flower Dance
DJ Okawari
Luyuja
Kaleidoscope
22
0

[TimingPoints]
2944,763.358778625954,4,2,3,30,1,0
5980,731.707317073171,4,2,3,30,1,0
6680,731.707317073171,4,2,3,30,1,0
7794,731.707317073171,4,2,3,30,1,0
8891,754.716981132075,4,2,3,30,1,0
9288,745.341614906832,4,2,3,30,1,0
10408,750,4,2,3,30,1,0
11173,705.882352941176,4,2,3,30,1,0
11930,740.740740740741,4,2,3,30,1,0
13411,769.230769230769,4,2,3,30,1,0
14949,736.196319018405,4,2,3,30,1,0
16789,784.313725490196,4,2,3,30,1,0
17195,750,4,2,3,30,1,0
17949,740.740740740741,4,2,3,30,1,0
19430,764.331210191083,4,2,3,30,1,0
20958,731.707317073171,4,2,3,30,1,0
22787,786.369593709043,4,2,3,30,1,0
26580,600,4,2,3,30,1,0
242580,618.556701030928,4,2,3,30,1,0
247528,666.666666666667,4,2,3,30,1,0
252861,779.220779220779,4,2,3,30,1,0
255977,781.453503516541,4,2,3,30,1,0


[HitObjects]
402,192,2944,1,0,0:0:0:0:
36,192,2944,1,0,0:0:0:0:
329,192,3325,1,0,0:0:0:0:
109,192,3325,1,0,0:0:0:0:
475,192,3707,1,0,0:0:0:0:
182,192,3707,1,0,0:0:0:0:
256,192,4089,1,0,0:0:0:0:
329,192,4089,1,0,0:0:0:0:
329,192,4470,1,0,0:0:0:0:
402,192,4470,1,0,0:0:0:0:
256,192,4852,1,0,0:0:0:0:
109,192,5234,1,0,0:0:0:0:
256,192,5615,1,0,0:0:0:0:
402,192,5980,1,0,0:0:0:0:
36,192,5980,1,0,0:0:0:0:
109,192,6345,1,0,0:0:0:0:
329,192,6345,1,0,0:0:0:0:
182,192,6680,1,0,0:0:0:0:
475,192,6680,1,0,0:0:0:0:
36,192,7045,1,0,0:0:0:0:
329,192,7045,1,0,0:0:0:0:
402,192,7411,1,0,0:0:0:0:
182,192,7411,1,0,0:0:0:0:
256,192,7794,1,0,0:0:0:0:
109,192,8159,1,0,0:0:0:0:
256,192,8525,1,0,0:0:0:0:
402,192,8891,1,0,0:0:0:0:
36,192,8891,1,0,0:0:0:0:
109,192,9288,1,0,0:0:0:0:
329,192,9288,1,0,0:0:0:0:
402,192,9660,1,0,0:0:0:0:
182,192,9660,1,0,0:0:0:0:
256,192,10033,1,0,0:0:0:0:
475,192,10033,1,0,0:0:0:0:
402,192,10408,1,0,0:0:0:0:
182,192,10783,1,0,0:0:0:0:
36,192,11173,1,0,0:0:0:0:
182,192,11525,1,0,0:0:0:0:
402,192,11930,1,0,0:0:0:0:
182,192,12300,1,0,0:0:0:0:
475,192,12670,1,0,0:0:0:0:
182,192,13041,1,0,0:0:0:0:
402,192,13411,1,0,0:0:0:0:
182,192,13795,1,0,0:0:0:0:
36,192,14180,1,0,0:0:0:0:
182,192,14564,1,0,0:0:0:0:
402,192,14949,1,0,0:0:0:0:
36,192,14949,1,0,0:0:0:0:
109,192,15317,1,0,0:0:0:0:
329,192,15317,1,0,0:0:0:0:
402,192,15685,1,0,0:0:0:0:
182,192,15685,1,0,0:0:0:0:
256,192,16053,1,0,0:0:0:0:
475,192,16053,1,0,0:0:0:0:
402,192,16421,1,0,0:0:0:0:
256,192,16789,1,0,0:0:0:0:
109,192,17195,1,0,0:0:0:0:
256,192,17570,1,0,0:0:0:0:
402,192,17945,1,0,0:0:0:0:
36,192,17945,1,0,0:0:0:0:
109,192,18319,1,0,0:0:0:0:
329,192,18319,1,0,0:0:0:0:
475,192,18689,1,0,0:0:0:0:
182,192,18689,1,0,0:0:0:0:
109,192,19060,1,0,0:0:0:0:
329,192,19060,1,0,0:0:0:0:
402,192,19430,1,0,0:0:0:0:
256,192,19812,1,0,0:0:0:0:
109,192,20194,1,0,0:0:0:0:
256,192,20576,1,0,0:0:0:0:
402,192,20958,1,0,0:0:0:0:
36,192,20958,1,0,0:0:0:0:
109,192,21323,1,0,0:0:0:0:
329,192,21323,1,0,0:0:0:0:
402,192,21689,1,0,0:0:0:0:
182,192,21689,1,0,0:0:0:0:
256,192,22055,1,0,0:0:0:0:
475,192,22055,1,0,0:0:0:0:
402,192,22421,1,0,0:0:0:0:
182,192,22787,1,0,0:0:0:0:
36,192,23180,1,0,0:0:0:0:
182,192,23573,1,0,0:0:0:0:
36,192,23868,1,0,0:0:0:0:
109,192,23917,1,0,0:0:0:0:
256,192,23966,1,0,0:0:0:0:
182,192,23966,1,0,0:0:0:0:
329,192,24032,1,0,0:0:0:0:
402,192,24097,1,0,0:0:0:0:
475,192,24163,1,0,0:0:0:0:
475,192,26580,1,0,0:0:0:0:
329,192,26580,1,0,0:0:0:0:
109,192,26880,1,0,0:0:0:0:
109,192,27330,1,0,0:0:0:0:
256,192,27480,1,0,0:0:0:0:
402,192,27630,1,0,0:0:0:0:
182,192,27780,1,0,0:0:0:0:
329,192,27780,1,0,0:0:0:0:
475,192,27780,1,0,0:0:0:0:
36,192,27780,1,0,0:0:0:0:
109,192,28080,1,0,0:0:0:0:
329,192,28380,1,0,0:0:0:0:
182,192,28380,1,0,0:0:0:0:
475,192,28380,1,0,0:0:0:0:
402,192,28980,1,0,0:0:0:0:
36,192,28980,1,0,0:0:0:0:
109,192,29280,1,0,0:0:0:0:
475,192,29430,1,0,0:0:0:0:
256,192,29580,1,0,0:0:0:0:
402,192,29580,1,0,0:0:0:0:
109,192,29880,1,0,0:0:0:0:
329,192,30030,1,0,0:0:0:0:
36,192,30180,1,0,0:0:0:0:
402,192,30180,1,0,0:0:0:0:
182,192,30480,1,0,0:0:0:0:
256,192,30780,1,0,0:0:0:0:
475,192,30780,1,0,0:0:0:0:
182,192,31080,1,0,0:0:0:0:
402,192,31380,1,0,0:0:0:0:
36,192,31380,1,0,0:0:0:0:
109,192,31680,1,0,0:0:0:0:
256,192,31980,1,0,0:0:0:0:
475,192,31980,1,0,0:0:0:0:
109,192,32280,1,0,0:0:0:0:
402,192,32580,1,0,0:0:0:0:
36,192,32580,1,0,0:0:0:0:
109,192,32880,1,0,0:0:0:0:
402,192,32880,1,0,0:0:0:0:
475,192,32980,1,0,0:0:0:0:
402,192,33080,1,0,0:0:0:0:
329,192,33180,1,0,0:0:0:0:
182,192,33180,1,0,0:0:0:0:
109,192,33480,1,0,0:0:0:0:
402,192,33780,1,0,0:0:0:0:
36,192,33780,1,0,0:0:0:0:
182,192,34080,1,0,0:0:0:0:
256,192,34380,1,0,0:0:0:0:
329,192,34680,1,0,0:0:0:0:
402,192,34980,1,0,0:0:0:0:
182,192,35280,1,0,0:0:0:0:
329,192,35580,1,0,0:0:0:0:
475,192,35880,1,0,0:0:0:0:
182,192,35880,1,0,0:0:0:0:
109,192,36105,1,0,0:0:0:0:
256,192,36142,1,0,0:0:0:0:
402,192,36180,1,0,0:0:0:0:
36,192,36180,1,0,0:0:0:0:
475,192,36180,1,0,0:0:0:0:
