[Metadata]
Altale
削除
Sakuzyo
BMS, Deemo, G2R2014 Sakuzyo
15
0

[TimingPoints]
2065,666.666666666667,3,2,1,25,1,0
126065,722.89156626506,3,2,1,25,1,0



[HitObjects]
32,192,3731,5,0,0:0:0:1:
160,192,3953,1,0,0:0:0:1:
352,192,4065,1,0,0:0:0:1:
160,192,4745,1,0,0:0:0:1:
32,192,4967,1,0,0:0:0:1:
480,192,5092,1,0,0:0:0:1:
160,192,5731,1,0,0:0:0:1:
352,192,5940,1,0,0:0:0:1:
480,192,6050,1,0,0:0:0:1:
352,192,6398,1,0,0:0:0:1:
160,192,6745,1,0,0:0:0:1:
352,192,6953,1,0,0:0:0:1:
32,192,7078,1,0,0:0:0:1:
352,192,7731,1,0,0:0:0:1:
160,192,8065,1,0,0:0:0:1:
480,192,8731,1,0,0:0:0:1:
288,192,9065,1,0,0:0:0:1:
32,192,9411,1,0,0:0:0:1:
160,192,9717,1,0,0:0:0:1:
352,192,10065,1,0,0:0:0:1:
32,192,10065,1,0,0:0:0:1:
480,192,11065,1,0,0:0:0:1:
160,192,11078,1,0,0:0:0:1:
32,192,11731,1,0,0:0:0:1:
160,192,11967,1,0,0:0:0:1:
352,192,12050,1,0,0:0:0:1:
160,192,12731,1,0,0:0:0:1:
32,192,12953,1,0,0:0:0:1:
480,192,13065,1,0,0:0:0:1:
32,192,13717,1,0,0:0:0:1:
160,192,13940,1,0,0:0:0:1:
352,192,14078,1,0,0:0:0:1:
160,192,14411,1,0,0:0:0:1:
352,192,14745,1,0,0:0:0:1:
480,192,14981,1,0,0:0:0:1:
32,192,15065,1,0,0:0:0:1:
480,192,15384,1,0,0:0:0:1:
352,192,15634,1,0,0:0:0:1:
160,192,15731,1,0,0:0:0:1:
416,192,15953,1,0,0:0:0:1:
160,192,16065,1,0,0:0:0:1:
352,192,16703,1,0,0:0:0:1:
288,192,16953,1,0,0:0:0:1:
160,192,17050,1,0,0:0:0:1:
288,192,17384,1,0,0:0:0:1:
352,192,17703,1,0,0:0:0:1:
288,192,18065,1,0,0:0:0:1:
96,192,18065,1,0,0:0:0:1:
480,192,18398,1,0,0:0:0:1:
352,192,18398,1,0,0:0:0:1:
288,192,18731,1,0,0:0:0:1:
96,192,18731,1,0,0:0:0:1:
480,192,19065,1,0,0:0:0:1:
352,192,19065,1,0,0:0:0:1:
288,192,19398,1,0,0:0:0:1:
96,192,19398,1,0,0:0:0:1:
480,192,19731,1,0,0:0:0:1:
352,192,19731,1,0,0:0:0:1:
160,192,20065,1,0,0:0:0:1:
32,192,20065,1,0,0:0:0:1:
416,192,20398,1,0,0:0:0:1:
288,192,20398,1,0,0:0:0:1:
160,192,20731,1,0,0:0:0:1:
32,192,20731,1,0,0:0:0:1:
416,192,21065,1,0,0:0:0:1:
288,192,21065,1,0,0:0:0:1:
160,192,21398,1,0,0:0:0:1:
32,192,21398,1,0,0:0:0:1:
416,192,21731,1,0,0:0:0:1:
288,192,21731,1,0,0:0:0:1:
288,192,22065,1,0,0:0:0:1:
96,192,22065,1,0,0:0:0:1:
480,192,22398,1,0,0:0:0:1:
352,192,22398,1,0,0:0:0:1:
288,192,22731,1,0,0:0:0:1:
96,192,22731,1,0,0:0:0:1:
480,192,23065,1,0,0:0:0:1:
352,192,23065,1,0,0:0:0:1:
288,192,23398,1,0,0:0:0:1:
96,192,23398,1,0,0:0:0:1:
480,192,23731,1,0,0:0:0:1:
352,192,23731,1,0,0:0:0:1:
160,192,24065,1,0,0:0:0:1:
32,192,24065,1,0,0:0:0:1:
416,192,24398,1,0,0:0:0:1:
288,192,24398,1,0,0:0:0:1:
160,192,24731,1,0,0:0:0:1:
32,192,24731,1,0,0:0:0:1:
416,192,25065,1,0,0:0:0:1:
288,192,25065,1,0,0:0:0:1:
160,192,25398,1,0,0:0:0:1:
32,192,25398,1,0,0:0:0:1:
480,192,25731,1,0,0:0:0:1:
352,192,25731,1,0,0:0:0:1:
160,192,26065,1,0,0:0:0:1:
352,192,26398,1,0,0:0:0:1:
160,192,26731,1,0,0:0:0:1:
