[General]
AudioFilename: virtual

[Metadata]
Title:Altale
Artist:削除
Creator:削除
Tags:BMS, Deemo, G2R2014 Sakuzyo
Version:57

[Events]
//Background and Video events
0,0,"BG.png",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples
Sample,666,0,"INSANE_into_bgm1.ogg",85
Sample,14666,0,"INSANE_into_bgm6.ogg",85
Sample,52666,0,"cynbal12122.ogg",85
Sample,53666,0,"cynbal12122.ogg",85
Sample,54666,0,"cynbal12122.ogg",85
Sample,56500,0,"INSANE_into_bgm7.ogg",85
Sample,76666,0,"INSANE_into_bgm3.ogg",85
Sample,94666,0,"strings_sabi_x1 - Marker #1.ogg",85
Sample,94666,0,"swwpbgm_1 - Marker #2.ogg",85
Sample,95333,0,"strings_sabi_x1 - Marker #2.ogg",85
Sample,95500,0,"strings_sabi_x1 - Marker #3.ogg",85
Sample,95666,0,"strings_sabi_x1 - Marker #4.ogg",85
Sample,96333,0,"strings_sabi_x1 - Marker #5.ogg",85
Sample,96500,0,"strings_sabi_x1 - Marker #6.ogg",85
Sample,96666,0,"strings_sabi_x1 - Marker #7.ogg",85
Sample,97000,0,"strings_sabi_x1 - Marker #8.ogg",85
Sample,97333,0,"strings_sabi_x1 - Marker #9.ogg",85
Sample,97666,0,"strings_sabi_x1 - Marker #10.ogg",85
Sample,98333,0,"strings_sabi_x1 - Marker #11.ogg",85
Sample,98666,0,"strings_sabi_x1 - Marker #12.ogg",85
5,10666,0,"tokei1 - Marker #1.ogg",85
5,11666,0,"tokei1 - Marker #2.ogg",85
5,12666,0,"tokei1 - Marker #3.ogg",85
5,13666,0,"tokei1 - Marker #4.ogg",85
5,14666,0,"tokei1 - Marker #5.ogg",85
5,15666,0,"tokei1 - Marker #6.ogg",85
5,16666,0,"cyn1 - Marker #1.ogg",85
5,18666,0,"cyn1 - Marker #2.ogg",85
5,20666,0,"cyn1 - Marker #2.ogg",85
5,22666,0,"cyn1 - Marker #2.ogg",85
5,24666,0,"cyn1 - Marker #5.ogg",85
5,32666,0,"cyn1 - Marker #2.ogg",85
5,34666,0,"cyn1 - Marker #2.ogg",85
5,36666,0,"cyn1 - Marker #2.ogg",85
5,37666,0,"cyn1 - Marker #2.ogg",85
5,38666,0,"cyn1 - Marker #2.ogg",85
5,40666,0,"cyn1 - Marker #2.ogg",85
5,48666,0,"cyn1 - Marker #2.ogg",85
5,56666,0,"cyn1 - Marker #1.ogg",85
5,64666,0,"cyn1 - Marker #1.ogg",85
5,65666,0,"cyn1 - Marker #1.ogg",85
5,66666,0,"cyn1 - Marker #1.ogg",85
5,67666,0,"cyn1 - Marker #1.ogg",85
5,68666,0,"cyn1 - Marker #1.ogg",85
5,70666,0,"cyn1 - Marker #1.ogg",85
5,72666,0,"cyn1 - Marker #1.ogg",85
5,74666,0,"piano_fill.ogg",85
5,76666,0,"cyn1 - Marker #1.ogg",85
5,82666,0,"orb1.ogg",85
5,83583,0,"kilan1.ogg",85
5,90666,0,"tokei1 - Marker #3.ogg",85
5,91666,0,"tokei1 - Marker #4.ogg",85
5,92666,0,"tokei1 - Marker #3.ogg",85
5,93666,0,"tokei1 - Marker #4.ogg",85
5,94666,0,"cynbal12122.ogg",85
5,102666,0,"cynbal12122.ogg",85
5,103666,0,"cynbal12122.ogg",85
5,104666,0,"crgs.ogg",85
5,105166,0,"crgs.ogg",85
5,105666,0,"crgs.ogg",85
5,106166,0,"crgs.ogg",85
5,106666,0,"crgs.ogg",85
5,108666,0,"cynbal12122.ogg",85
5,116666,0,"cynbal12122.ogg",85
5,117666,0,"cynbal12122.ogg",85
5,118666,0,"crgs.ogg",85
5,119166,0,"crgs.ogg",85
5,119666,0,"crgs.ogg",85
5,120166,0,"crgs.ogg",85
5,120666,0,"crgs.ogg",85
5,122666,0,"cynbal12122.ogg",85
5,124666,0,"cynbals1.ogg",85
5,141925,0,"kilan1.ogg",85

Sample,99333,0,"strings_sabi_x1 - Marker #13.ogg",85
Sample,99666,0,"strings_sabi_x1 - Marker #14.ogg",85
Sample,100000,0,"strings_sabi_x1 - Marker #15.ogg",85
Sample,100333,0,"strings_sabi_x1 - Marker #16.ogg",85
Sample,101666,0,"strings_sabi_x1 - Marker #18.ogg",85
Sample,102666,0,"strings_sabi_x1 - Marker #1.ogg",85
Sample,103333,0,"strings_sabi_x1 - Marker #2.ogg",85
Sample,103500,0,"strings_sabi_x1 - Marker #3.ogg",85
Sample,103666,0,"strings_sabi_x1 - Marker #4.ogg",85
Sample,104333,0,"strings_sabi_x1 - Marker #5.ogg",85
Sample,104500,0,"strings_sabi_x1 - Marker #6.ogg",85
Sample,104666,0,"cynbal12122.ogg",85
Sample,104833,0,"drum_x1 - Marker #92.ogg",85
Sample,105000,0,"drum_x1 - Marker #93.ogg",85
Sample,105166,0,"cynbal12122.ogg",85
Sample,105333,0,"drum_x1 - Marker #95.ogg",85
Sample,105500,0,"drum_x1 - Marker #96.ogg",85
Sample,105666,0,"cynbal12122.ogg",85
Sample,105666,0,"snnoise_1.ogg",85
Sample,105833,0,"drum_x1 - Marker #98.ogg",85
Sample,106000,0,"drum_x1 - Marker #99.ogg",85
Sample,106166,0,"cynbal12122.ogg",85
Sample,106333,0,"drum_x1 - Marker #101.ogg",85
Sample,106500,0,"drum_x1 - Marker #102.ogg",85
Sample,107333,0,"strings_sabi_x1 - Marker #24.ogg",85
Sample,107666,0,"strings_sabi_x1 - Marker #25.ogg",85
Sample,108000,0,"strings_sabi_x1 - Marker #26.ogg",85
Sample,108333,0,"strings_sabi_x1 - Marker #27.ogg",85
Sample,108666,0,"strings_sabi_x1 - Marker #1.ogg",85
Sample,108666,0,"strings_sabi_x2 - Marker #1.ogg",85
Sample,109333,0,"strings_sabi_x2 - Marker #2.ogg",85
Sample,109333,0,"strings_sabi_x1 - Marker #2.ogg",85
Sample,109500,0,"strings_sabi_x1 - Marker #3.ogg",85
Sample,109500,0,"strings_sabi_x2 - Marker #3.ogg",85
Sample,109666,0,"snnoise_1.ogg",85
Sample,109666,0,"strings_sabi_x1 - Marker #4.ogg",85
Sample,109666,0,"strings_sabi_x2 - Marker #4.ogg",85
Sample,110333,0,"strings_sabi_x1 - Marker #5.ogg",85
Sample,110333,0,"strings_sabi_x2 - Marker #5.ogg",85
Sample,110500,0,"strings_sabi_x2 - Marker #6.ogg",85
Sample,110500,0,"strings_sabi_x1 - Marker #6.ogg",85
Sample,110666,0,"strings_sabi_x1 - Marker #7.ogg",85
Sample,110666,0,"strings_sabi_x2 - Marker #7.ogg",85
Sample,111000,0,"strings_sabi_x2 - Marker #8.ogg",85
Sample,111000,0,"strings_sabi_x1 - Marker #8.ogg",85
Sample,111333,0,"strings_sabi_x1 - Marker #9.ogg",85
Sample,111333,0,"strings_sabi_x2 - Marker #9.ogg",85
Sample,111666,0,"strings_sabi_x2 - Marker #10.ogg",85
Sample,111666,0,"snnoise_1.ogg",85
Sample,111666,0,"strings_sabi_x1 - Marker #10.ogg",85
Sample,112333,0,"strings_sabi_x1 - Marker #11.ogg",85
Sample,112333,0,"strings_sabi_x2 - Marker #11.ogg",85
Sample,112666,0,"strings_sabi_x2 - Marker #12.ogg",85
Sample,112666,0,"strings_sabi_x1 - Marker #12.ogg",85
Sample,113333,0,"strings_sabi_x1 - Marker #13.ogg",85
Sample,113333,0,"strings_sabi_x2 - Marker #13.ogg",85
Sample,113666,0,"strings_sabi_x1 - Marker #14.ogg",85
Sample,113666,0,"snnoise_1.ogg",85
Sample,113666,0,"strings_sabi_x2 - Marker #14.ogg",85
Sample,114000,0,"strings_sabi_x1 - Marker #15.ogg",85
Sample,114000,0,"strings_sabi_x2 - Marker #15.ogg",85
Sample,114333,0,"strings_sabi_x2 - Marker #16.ogg",85
Sample,114333,0,"strings_sabi_x1 - Marker #16.ogg",85
Sample,114666,0,"strings_sabi_x2 - Marker #17.ogg",85
Sample,114666,0,"strings_sabi_x1 - Marker #28.ogg",85
Sample,115666,0,"strings_sabi_x1 - Marker #18.ogg",85
Sample,115666,0,"snnoise_1.ogg",85
Sample,115666,0,"strings_sabi_x2 - Marker #18.ogg",85
Sample,116666,0,"strings_sabi_x1 - Marker #1.ogg",85
Sample,116666,0,"strings_sabi_x2 - Marker #1.ogg",85
Sample,117333,0,"strings_sabi_x2 - Marker #2.ogg",85
Sample,117333,0,"strings_sabi_x1 - Marker #2.ogg",85
Sample,117500,0,"strings_sabi_x1 - Marker #3.ogg",85
Sample,117500,0,"strings_sabi_x2 - Marker #3.ogg",85
Sample,117666,0,"snnoise_1.ogg",85
Sample,117666,0,"strings_sabi_x1 - Marker #4.ogg",85
Sample,117666,0,"strings_sabi_x2 - Marker #4.ogg",85
Sample,118333,0,"strings_sabi_x1 - Marker #5.ogg",85
Sample,118333,0,"strings_sabi_x2 - Marker #5.ogg",85
Sample,118500,0,"strings_sabi_x2 - Marker #6.ogg",85
Sample,118500,0,"strings_sabi_x1 - Marker #6.ogg",85
Sample,118666,0,"strings_sabi_x2 - Marker #28.ogg",85
Sample,118666,0,"strings_sabi_x1 - Marker #29.ogg",85
Sample,118666,0,"cynbal12122.ogg",85
Sample,118833,0,"drum_x1 - Marker #92.ogg",85
Sample,119000,0,"drum_x1 - Marker #93.ogg",85
Sample,119166,0,"cynbal12122.ogg",85
Sample,119166,0,"strings_sabi_x2 - Marker #29.ogg",85
Sample,119166,0,"strings_sabi_x1 - Marker #30.ogg",85
Sample,119333,0,"drum_x1 - Marker #95.ogg",85
Sample,119500,0,"drum_x1 - Marker #96.ogg",85
Sample,119666,0,"cynbal12122.ogg",85
Sample,119666,0,"strings_sabi_x1 - Marker #31.ogg",85
Sample,119666,0,"snnoise_1.ogg",85
Sample,119666,0,"strings_sabi_x2 - Marker #30.ogg",85
Sample,119833,0,"drum_x1 - Marker #98.ogg",85
Sample,120000,0,"drum_x1 - Marker #99.ogg",85
Sample,120166,0,"cynbal12122.ogg",85
Sample,120166,0,"strings_sabi_x1 - Marker #32.ogg",85
Sample,120166,0,"strings_sabi_x2 - Marker #31.ogg",85
Sample,120333,0,"drum_x1 - Marker #101.ogg",85
Sample,120500,0,"drum_x1 - Marker #102.ogg",85
Sample,120666,0,"piano_fx1 - Marker #6.ogg",85
Sample,120666,0,"strings_sabi_x2 - Marker #32.ogg",85
Sample,120666,0,"strings_sabi_x1 - Marker #33.ogg",85
Sample,120666,0,"cynbal12122.ogg",85
Sample,121666,0,"snnoise_1.ogg",85
Sample,122666,0,"strings_sabi_x1 - Marker #34.ogg",85
Sample,122666,0,"drum_x1 - Marker #121.ogg",85
Sample,122666,0,"strings_sabi_x2 - Marker #33.ogg",85
Sample,124666,0,"INSANE_into_bgm4.ogg",85

[TimingPoints]
0,666.666666666667,4,2,0,70,1,0
124666,722.89156626506,4,2,0,70,1,0


[HitObjects]
160,192,2333,5,0,0:0:0:0:intopiano_1 - Marker #1.ogg
288,192,2555,1,0,0:0:0:100:intopiano_2 - Marker #1.ogg
32,192,2666,1,0,0:0:0:100:piano_x1 - Marker #1.ogg
352,192,2666,1,0,0:0:0:100:intopiano_3 - Marker #1.ogg
288,192,3347,1,0,0:0:0:100:intopiano_4 - Marker #1.ogg
160,192,3569,1,0,0:0:0:100:intopiano_5 - Marker #1.ogg
96,192,3680,1,0,0:0:0:100:piano_x2 - Marker #1.ogg
416,192,3694,1,0,0:0:0:100:intopiano_6 - Marker #1.ogg
288,192,4333,1,0,0:0:0:100:intopiano_1 - Marker #2.ogg
416,192,4541,1,0,0:0:0:100:intopiano_2 - Marker #2.ogg
480,192,4652,1,0,0:0:0:100:intopiano_3 - Marker #2.ogg
352,192,4666,1,0,0:0:0:100:piano_x1 - Marker #2.ogg
416,192,4999,1,0,0:0:0:100:intopiano_4 - Marker #2.ogg
352,192,5347,1,0,0:0:0:100:intopiano_5 - Marker #2.ogg
288,192,5555,1,0,0:0:0:100:intopiano_6 - Marker #2.ogg
32,192,5680,1,0,0:0:0:100:piano_x2 - Marker #2.ogg
160,192,5680,1,0,0:0:0:100:intopiano_1 - Marker #3.ogg
352,192,6333,1,0,0:0:0:100:intopiano_2 - Marker #3.ogg
96,192,6652,1,0,0:0:0:100:piano_x1 - Marker #3.ogg
288,192,6666,1,0,0:0:0:100:intopiano_3 - Marker #3.ogg
480,192,7333,1,0,0:0:0:100:intopiano_4 - Marker #3.ogg
160,192,7666,1,0,0:0:0:100:intopiano_5 - Marker #3.ogg
32,192,7680,1,0,0:0:0:100:piano_x2 - Marker #3.ogg
288,192,8013,1,0,0:0:0:100:intopiano_6 - Marker #3.ogg
