[Metadata]
Prayer
S.I.D-Sound
WhiteAndBlack
Sword Girls
59
0.385


[TimingPoints]
0,357.142857142857,4,2,2,100,1,0
357,714.285714285714,4,2,2,100,1,0
3929,357.142857142857,4,2,2,100,1,0
10714,714.285714285714,4,2,2,100,1,0
10804,357.142857142857,4,2,2,100,1,0
10848,178.571428571429,4,2,2,100,1,0
10982,357.142857142857,4,2,2,100,1,0
11071,714.285714285714,4,2,2,100,1,0
11250,357.142857142857,4,2,2,100,1,0
12143,714.285714285714,4,2,2,100,1,0
12232,357.142857142857,4,2,2,100,1,0
12277,178.571428571429,4,2,2,100,1,0
12411,357.142857142857,4,2,2,100,1,0
12500,714.285714285714,4,2,2,100,1,0
12679,357.142857142857,4,2,2,100,1,0
26071,714.285714285714,4,2,2,100,1,0
26161,357.142857142857,4,2,2,100,1,0
26205,178.571428571429,4,2,2,100,1,0
26250,357.142857142857,4,2,2,100,1,0
38929,714.285714285714,4,2,2,100,1,0
44643,357.142857142857,4,2,2,100,1,0
59286,714.285714285714,4,2,2,100,1,0
59375,357.142857142857,4,2,2,100,1,0
59420,178.571428571429,4,2,2,100,1,0
59464,357.142857142857,4,2,2,100,1,0
60714,714.285714285714,4,2,2,100,1,0
60804,357.142857142857,4,2,2,100,1,0
60848,178.571428571429,4,2,2,100,1,0
60893,357.142857142857,4,2,2,100,1,0
74821,178.571428571429,4,2,2,100,1,0
74911,357.142857142857,4,2,2,100,1,0
75000,714.285714285714,4,2,2,100,1,0
75179,357.142857142857,4,2,2,100,1,0
75357,178.571428571429,4,2,2,100,1,0
75446,357.142857142857,4,2,2,100,1,0
75536,714.285714285714,4,2,2,100,1,0
75714,357.142857142857,4,2,2,100,1,0
110357,714.285714285714,4,2,2,100,1,0
116071,357.142857142857,4,2,2,100,1,0
130714,714.285714285714,4,2,2,100,1,0
130804,357.142857142857,4,2,2,100,1,0
130848,178.571428571429,4,2,2,100,1,0
130893,357.142857142857,4,2,2,100,1,0
132143,714.285714285714,4,2,2,100,1,0
132232,357.142857142857,4,2,2,100,1,0
132277,178.571428571429,4,2,2,100,1,0
132321,357.142857142857,4,2,2,100,1,0
146071,714.285714285714,4,2,2,100,1,0
157500,357.142857142857,4,2,2,100,1,0
186071,714.285714285714,4,2,2,100,1,0
194643,357.142857142857,4,2,2,100,1,0
230357,178.571428571429,4,2,2,100,1,0
230402,357.142857142857,4,2,2,100,1,0
230446,714.285714285714,4,2,2,100,1,0
230536,178.571428571429,4,2,2,100,1,0
230625,357.142857142857,4,2,2,100,1,0
230714,714.285714285714,4,2,2,100,1,0
230893,178.571428571429,4,2,2,100,1,0
230938,357.142857142857,4,2,2,100,1,0
230982,714.285714285714,4,2,2,100,1,0
231071,178.571428571429,4,2,2,100,1,0
231161,357.142857142857,4,2,2,100,1,0
231250,714.285714285714,4,2,2,100,1,0
231429,357.142857142857,4,2,2,100,1,0
242857,714.285714285714,4,2,2,100,1,0


[HitObjects]
329,192,1830,5,0,0:0:0:0:
402,192,2188,1,0,0:0:0:0:
475,192,2366,1,0,0:0:0:0:
329,192,2723,1,0,0:0:0:0:
402,192,3080,1,0,0:0:0:0:
475,192,3438,1,0,0:0:0:0:
256,192,3750,1,0,0:0:0:0:
329,192,3750,1,0,0:0:0:0:
182,192,3839,1,0,0:0:0:0:
36,192,3929,1,0,0:0:0:0:
109,192,3929,1,0,0:0:0:0:
402,192,3929,1,0,0:0:0:0:
475,192,3929,1,0,0:0:0:0:
36,0,4107,128,0,4286:0:0:0:0:
109,0,4107,128,0,4286:0:0:0:0:
256,192,4107,1,0,0:0:0:0:
402,0,4107,128,0,4286:0:0:0:0:
475,0,4107,128,0,4286:0:0:0:0:
182,0,4464,128,0,5000:0:0:0:0:
329,0,4464,128,0,5000:0:0:0:0:
36,192,4643,1,0,0:0:0:0:
256,0,4643,128,0,5000:0:0:0:0:
109,192,4732,1,0,0:0:0:0:
402,192,4821,1,0,0:0:0:0:
475,192,4911,1,0,0:0:0:0:
109,192,5000,1,0,0:0:0:0:
402,192,5000,1,0,0:0:0:0:
182,192,5089,1,0,0:0:0:0:
109,0,5179,128,0,5357:0:0:0:0:
256,192,5179,1,0,0:0:0:0:
402,0,5179,128,0,5357:0:0:0:0:
329,192,5268,1,0,0:0:0:0:
36,192,5357,1,0,0:0:0:0:
475,192,5357,1,0,0:0:0:0:
329,192,5446,1,0,0:0:0:0:
36,0,5536,128,0,5714:0:0:0:0:
256,192,5536,1,0,0:0:0:0:
475,0,5536,128,0,5714:0:0:0:0:
182,192,5625,1,0,0:0:0:0:
109,192,5714,1,0,0:0:0:0:
402,192,5714,1,0,0:0:0:0:
182,192,5804,1,0,0:0:0:0:
256,192,5893,1,0,0:0:0:0:
109,0,5893,128,0,6786:0:0:0:0:
402,0,5893,128,0,6786:0:0:0:0:
329,192,5982,1,0,0:0:0:0:
36,0,6071,128,0,6250:0:0:0:0:
182,0,6071,128,0,6161:0:0:0:0:
256,0,6161,128,0,6250:0:0:0:0:
329,0,6250,128,0,6339:0:0:0:0:
475,0,6250,128,0,6429:0:0:0:0:
256,0,6339,128,0,6429:0:0:0:0:
36,0,6429,128,0,6607:0:0:0:0:
182,0,6429,128,0,6518:0:0:0:0:
256,0,6518,128,0,6607:0:0:0:0:
329,0,6607,128,0,6696:0:0:0:0:
475,0,6607,128,0,6786:0:0:0:0:
256,0,6696,128,0,6786:0:0:0:0:
36,192,6786,1,0,0:0:0:0:
182,192,6786,1,0,0:0:0:0:
329,192,6964,1,0,0:0:0:0:
402,192,6964,1,0,0:0:0:0:
475,0,6964,128,0,7321:0:0:0:0:
256,192,7143,1,0,0:0:0:0:
329,192,7143,1,0,0:0:0:0:
402,0,7143,128,0,7500:0:0:0:0:
182,192,7321,1,0,0:0:0:0:
256,192,7321,1,0,0:0:0:0:
329,0,7321,128,0,7500:0:0:0:0:
36,0,7500,128,0,7946:0:0:0:0:
