[Metadata]
Melty Sweets
Ironami
kobi
sdvx konami sound voltex
60
0

[TimingPoints]
1378,338.983050847458,4,2,1,30,1,0
17649,-40,4,2,1,30,0,0
17670,-200,4,2,1,30,0,0
17733,-100,4,2,1,30,0,0
17988,-40,4,2,1,30,0,0
18009,-200,4,2,1,30,0,0
18072,-100,4,2,1,30,0,0
18327,-40,4,2,1,30,0,0
18348,-200,4,2,1,30,0,0
18411,-100,4,2,1,30,0,0
18581,-33.3333333333333,4,2,1,30,0,0
18591,-303.030303030303,4,2,1,30,0,0
18623,-100,4,2,1,30,0,0
18666,-40,4,2,1,30,0,0
18687,-200,4,2,1,30,0,0
18750,-100,4,2,1,30,0,0
18835,-40,4,2,1,30,0,0
18856,-200,4,2,1,30,0,0
18920,-100,4,2,1,30,0,0
19005,-40,4,2,1,30,0,0
19026,-200,4,2,1,30,0,0
19089,-100,4,2,1,30,0,0
19344,-40,4,2,1,30,0,0
19365,-200,4,2,1,30,0,0
19428,-100,4,2,1,30,0,0
19683,-40,4,2,1,30,0,0
19704,-200,4,2,1,30,0,0
19767,-100,4,2,1,30,0,0
19937,-33.3333333333333,4,2,1,30,0,0
19947,-303.030303030303,4,2,1,30,0,0
19979,-100,4,2,1,30,0,0
20022,-40,4,2,1,30,0,0
20043,-200,4,2,1,30,0,0
20106,-100,4,2,1,30,0,0
20191,-40,4,2,1,30,0,0
20212,-200,4,2,1,30,0,0
20275,-100,4,2,1,30,0,0
20361,-37.037037037037,4,2,1,30,0,0
20382,-1000,4,2,1,30,0,0
20445,-100,4,2,1,30,0,0
20530,-37.037037037037,4,2,1,30,0,0
20551,-1000,4,2,1,30,0,0
20615,-100,4,2,1,30,0,0
20700,-37.037037037037,4,2,1,30,0,0
20721,-1000,4,2,1,30,0,0
20784,-100,4,2,1,30,0,0
20869,-37.037037037037,4,2,1,30,0,0
20890,-1000,4,2,1,30,0,0
20954,-100,4,2,1,30,0,0
21039,-37.037037037037,4,2,1,30,0,0
21060,-1000,4,2,1,30,0,0
21123,-100,4,2,1,30,0,0
21208,-37.037037037037,4,2,1,30,0,0
21229,-1000,4,2,1,30,0,0
21293,-100,4,2,1,30,0,0
21378,-37.037037037037,4,2,1,30,0,0
21399,-1000,4,2,1,30,0,0
21462,-100,4,2,1,30,0,0
21547,-37.037037037037,4,2,1,30,0,0
21568,-1000,4,2,1,30,0,0
21632,-100,4,2,1,30,0,0
21716,-36.3636363636364,4,2,1,30,0,0
21738,-227.272727272727,4,2,1,30,0,0
21801,-35.7142857142857,4,2,1,30,0,0
21822,-227.272727272727,4,2,1,30,0,0
21886,-35.0877192982456,4,2,1,30,0,0
21907,-227.272727272727,4,2,1,30,0,0
21971,-34.4827586206897,4,2,1,30,0,0
21992,-227.272727272727,4,2,1,30,0,0
22055,-33.8983050847458,4,2,1,30,0,0
22077,-227.272727272727,4,2,1,30,0,0
22140,-33.3333333333333,4,2,1,30,0,0
22161,-227.272727272727,4,2,1,30,0,0
22225,-32.7868852459016,4,2,1,30,0,0
22246,-227.272727272727,4,2,1,30,0,0
22310,-32.258064516129,4,2,1,30,0,0
22331,-227.272727272727,4,2,1,30,0,0
22394,-31.7460317460317,4,2,1,30,0,0
22416,-227.272727272727,4,2,1,30,0,0
22479,-31.25,4,2,1,30,0,0
22500,-227.272727272727,4,2,1,30,0,0
22564,-30.7692307692308,4,2,1,30,0,0
22585,-227.272727272727,4,2,1,30,0,0
22649,-30.3030303030303,4,2,1,30,0,0
22670,-227.272727272727,4,2,1,30,0,0
22733,-29.8507462686567,4,2,1,30,0,0
22755,-227.272727272727,4,2,1,30,0,0
22818,-29.4117647058824,4,2,1,30,0,0
22839,-227.272727272727,4,2,1,30,0,0
22903,-28.9855072463768,4,2,1,30,0,0
22924,-227.272727272727,4,2,1,30,0,0
22988,-28.5714285714286,4,2,1,30,0,0
23009,-227.272727272727,4,2,1,30,0,0
23072,-100,4,2,1,30,0,0
24089,-50,4,2,1,30,0,0
24174,-100,4,2,1,30,0,0
24259,-125,4,2,1,30,0,0
24344,-200,4,2,1,30,0,0
24428,-100,4,2,1,30,0,1
24767,-41.6666666666667,4,2,1,30,0,1
24789,-2000,4,2,1,30,0,1
24810,-100,4,2,1,30,0,1
25276,-41.6666666666667,4,2,1,30,0,1
25297,-2000,4,2,1,30,0,1
25318,-100,4,2,1,30,0,1
25615,-41.6666666666667,4,2,1,30,0,1
25636,-2000,4,2,1,30,0,1
25657,-100,4,2,1,30,0,1
25954,-41.6666666666667,4,2,1,30,0,1
25975,-2000,4,2,1,30,0,1
25996,-100,4,2,1,30,0,1
26293,-41.6666666666667,4,2,1,30,0,1
26314,-2000,4,2,1,30,0,1
26335,-100,4,2,1,30,0,1
26632,-58.8235294117647,4,2,1,30,0,1
26674,-333.333333333333,4,2,1,30,0,1
26716,-58.8235294117647,4,2,1,30,0,1
26759,-333.333333333333,4,2,1,30,0,1
26801,-58.8235294117647,4,2,1,30,0,1
26844,-333.333333333333,4,2,1,30,0,1
26886,-58.8235294117647,4,2,1,30,0,1
26928,-333.333333333333,4,2,1,30,0,1
26971,-58.8235294117647,4,2,1,30,0,1
27013,-333.333333333333,4,2,1,30,0,1
27055,-58.8235294117647,4,2,1,30,0,1
27098,-333.333333333333,4,2,1,30,0,1
27140,-58.8235294117647,4,2,1,30,0,1
27225,-76.9230769230769,4,2,1,30,0,1
27310,-125,4,2,1,30,0,1
27394,-200,4,2,1,30,0,1
27479,-100,4,2,1,30,0,1
28496,-41.6666666666667,4,2,1,30,0,1
28517,-2000,4,2,1,30,0,1
28539,-100,4,2,1,30,0,1
28750,-41.6666666666667,4,2,1,30,0,1
