[Metadata]
Trigger*Happy
P*Light
LCH
sound voltex konami
65
0


[TimingPoints]
0,324.324324324324,4,2,2,100,1,0
1297,162.162162162162,4,2,2,100,1,0
1378,324.324324324324,4,2,2,100,1,0
1459,648.648648648649,4,2,2,100,1,0
1622,324.324324324324,4,2,2,100,1,0
1784,162.162162162162,4,2,2,100,1,0
1865,324.324324324324,4,2,2,100,1,0
1946,648.648648648649,4,2,2,100,1,0
2108,324.324324324324,4,2,2,100,1,0
2595,162.162162162162,4,2,2,100,1,0
2676,324.324324324324,4,2,2,100,1,0
2757,648.648648648649,4,2,2,100,1,0
2919,324.324324324324,4,2,2,100,1,0
3081,648.648648648649,4,2,2,100,1,0
3162,324.324324324324,4,2,2,100,1,0
3203,162.162162162162,4,2,2,100,1,0
3243,324.324324324324,4,2,2,100,1,0
3892,162.162162162162,4,2,2,100,1,0
3973,324.324324324324,4,2,2,100,1,0
4054,648.648648648649,4,2,2,100,1,0
4216,324.324324324324,4,2,2,100,1,0
4378,162.162162162162,4,2,2,100,1,0
4459,324.324324324324,4,2,2,100,1,0
4541,648.648648648649,4,2,2,100,1,0
4703,324.324324324324,4,2,2,100,1,0
5838,648.648648648649,4,2,2,100,1,0
6000,324.324324324324,4,2,2,100,1,0
6081,162.162162162162,4,2,2,100,1,0
6162,324.324324324324,4,2,2,100,1,0
11027,648.648648648649,4,2,2,100,1,0
11189,324.324324324324,4,2,2,100,1,0
11270,162.162162162162,4,2,2,100,1,0
11351,324.324324324324,4,2,2,100,1,0
20108,648.648648648649,4,2,2,100,1,0
20189,324.324324324324,4,2,2,100,1,0
20230,162.162162162162,4,2,2,100,1,0
20270,648.648648648649,4,2,2,100,1,0
20351,324.324324324324,4,2,2,100,1,0
20392,162.162162162162,4,2,2,100,1,0
20432,648.648648648649,4,2,2,100,1,0
20514,324.324324324324,4,2,2,100,1,0
20554,162.162162162162,4,2,2,100,1,0
20595,648.648648648649,4,2,2,100,1,0
20676,324.324324324324,4,2,2,100,1,0
20716,162.162162162162,4,2,2,100,1,0
20757,324.324324324324,4,2,2,100,1,0
21405,648.648648648649,4,2,2,100,1,0
21568,324.324324324324,4,2,2,100,1,0
21649,162.162162162162,4,2,2,100,1,0
21730,324.324324324324,4,2,2,100,1,0
28541,162.162162162162,4,2,2,100,1,0
28622,324.324324324324,4,2,2,100,1,0
28703,648.648648648649,4,2,2,100,1,0
28865,432.432432432432,4,2,2,100,1,0
29514,216.216216216216,4,2,2,100,1,0
29838,324.324324324324,4,2,2,100,1,0
30811,216.216216216216,4,2,2,100,1,0
31135,432.432432432432,4,2,2,100,1,0
31784,648.648648648649,4,2,2,100,1,0
31946,324.324324324324,4,2,2,100,1,0
32027,162.162162162162,4,2,2,100,1,0
32108,324.324324324324,4,2,2,100,1,0
32432,648.648648648649,4,2,2,100,1,0
32595,324.324324324324,4,2,2,100,1,0
32676,162.162162162162,4,2,2,100,1,0
32757,648.648648648649,4,2,2,100,1,0
32838,324.324324324324,4,2,2,100,1,0
32878,162.162162162162,4,2,2,100,1,0
32919,648.648648648649,4,2,2,100,1,0
33081,324.324324324324,4,2,2,100,1,0
33162,162.162162162162,4,2,2,100,1,0
33243,648.648648648649,4,2,2,100,1,0
33405,324.324324324324,4,2,2,100,1,0
33486,162.162162162162,4,2,2,100,1,0
