osu file format v12

[General]
AudioFilename: virtual
AudioLeadIn: 0
PreviewTime: 0
Countdown: 0
SampleSet: None
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0

[Editor]
DistanceSpacing: 1.2
BeatDivisor: 1
GridSize: 32

[Metadata]
Title:Identity part II
TitleUnicode:Identity part II
Artist:SHK.o2SE
ArtistUnicode:SHK.o2SE
Creator:SHK.o2SE
Version:3
Source:o2jam
Tags:o2jam o2ma506
BeatmapID:250389
BeatmapSetID:92641

[Difficulty]
HPDrainRate:5
CircleSize:7
OverallDifficulty:5
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"background.jpg",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Sound Samples
Sample,3200,0,"normal-hitnormal2.ogg",93
Sample,3300,0,"normal-hitnormal2.ogg",93
Sample,3400,0,"normal-hitnormal2.ogg",93
Sample,3500,0,"normal-hitnormal2.ogg",93
Sample,3600,0,"normal-hitnormal2.ogg",93
Sample,3700,0,"normal-hitnormal2.ogg",93
Sample,3800,0,"normal-hitnormal2.ogg",93
Sample,3900,0,"normal-hitnormal2.ogg",93
Sample,4000,0,"normal-hitnormal2.ogg",93
Sample,4100,0,"normal-hitnormal2.ogg",93
Sample,4200,0,"normal-hitnormal2.ogg",93
Sample,4300,0,"normal-hitnormal2.ogg",93
Sample,4400,0,"normal-hitnormal2.ogg",93
Sample,4500,0,"normal-hitnormal2.ogg",93
Sample,4600,0,"normal-hitnormal2.ogg",93
Sample,4700,0,"normal-hitnormal2.ogg",93
Sample,3200,0,"normal-hitnormal4.ogg",93
Sample,3400,0,"normal-hitnormal7.ogg",100
Sample,3800,0,"normal-hitnormal7.ogg",100
Sample,4200,0,"normal-hitnormal7.ogg",100
Sample,4600,0,"normal-hitnormal7.ogg",100
Sample,3600,0,"normal-hitnormal13.ogg",93
Sample,4400,0,"normal-hitnormal13.ogg",93
Sample,3200,0,"normal-hitnormal15.ogg",93
Sample,4200,0,"normal-hitnormal15.ogg",93
Sample,3200,0,"normal-hitnormal230.ogg",93
Sample,3300,0,"normal-hitnormal231.ogg",93
Sample,3400,0,"normal-hitnormal232.ogg",93
Sample,3500,0,"normal-hitnormal233.ogg",93
Sample,3600,0,"normal-hitnormal234.ogg",93
Sample,3700,0,"normal-hitnormal235.ogg",93
Sample,3800,0,"normal-hitnormal236.ogg",93
Sample,3900,0,"normal-hitnormal237.ogg",93
Sample,4000,0,"normal-hitnormal238.ogg",93
Sample,4100,0,"normal-hitnormal239.ogg",93
Sample,4200,0,"normal-hitnormal240.ogg",93
Sample,4300,0,"normal-hitnormal241.ogg",93
Sample,4400,0,"normal-hitnormal242.ogg",93
Sample,4500,0,"normal-hitnormal243.ogg",93
Sample,4600,0,"normal-hitnormal244.ogg",93
Sample,4700,0,"normal-hitnormal245.ogg",93
Sample,3200,0,"normal-hitnormal432.ogg",93
Sample,3400,0,"normal-hitnormal433.ogg",93
Sample,3800,0,"normal-hitnormal434.ogg",93
Sample,4000,0,"normal-hitnormal435.ogg",93
Sample,4200,0,"normal-hitnormal436.ogg",93
Sample,4400,0,"normal-hitnormal437.ogg",93
Sample,4600,0,"normal-hitnormal438.ogg",93
Sample,3200,0,"normal-hitnormal58.ogg",93
Sample,4800,0,"normal-hitnormal2.ogg",93
Sample,4900,0,"normal-hitnormal2.ogg",93
Sample,5000,0,"normal-hitnormal2.ogg",93
Sample,5100,0,"normal-hitnormal2.ogg",93
Sample,5200,0,"normal-hitnormal2.ogg",93
Sample,5300,0,"normal-hitnormal2.ogg",93
Sample,5400,0,"normal-hitnormal2.ogg",93
Sample,5500,0,"normal-hitnormal2.ogg",93
Sample,5600,0,"normal-hitnormal2.ogg",93
Sample,5700,0,"normal-hitnormal2.ogg",93
Sample,5800,0,"normal-hitnormal2.ogg",93
Sample,5900,0,"normal-hitnormal2.ogg",93
Sample,6000,0,"normal-hitnormal2.ogg",93
Sample,6100,0,"normal-hitnormal2.ogg",93
Sample,6200,0,"normal-hitnormal2.ogg",93
Sample,6300,0,"normal-hitnormal2.ogg",93
Sample,5000,0,"normal-hitnormal7.ogg",100
Sample,5400,0,"normal-hitnormal7.ogg",100
Sample,5800,0,"normal-hitnormal7.ogg",100
Sample,6200,0,"normal-hitnormal7.ogg",100
Sample,5200,0,"normal-hitnormal13.ogg",93
Sample,6000,0,"normal-hitnormal13.ogg",93
Sample,4800,0,"normal-hitnormal15.ogg",93
Sample,5800,0,"normal-hitnormal15.ogg",93
Sample,6200,0,"normal-hitnormal15.ogg",93
Sample,4800,0,"normal-hitnormal246.ogg",93
Sample,4900,0,"normal-hitnormal247.ogg",93
Sample,5000,0,"normal-hitnormal248.ogg",93
Sample,5100,0,"normal-hitnormal249.ogg",93
Sample,5200,0,"normal-hitnormal250.ogg",93
Sample,5300,0,"normal-hitnormal251.ogg",93
Sample,5400,0,"normal-hitnormal252.ogg",93
Sample,5500,0,"normal-hitnormal253.ogg",93
Sample,5600,0,"normal-hitnormal254.ogg",93
Sample,5700,0,"normal-hitnormal255.ogg",93
Sample,5800,0,"normal-hitnormal256.ogg",93
Sample,5900,0,"normal-hitnormal257.ogg",93
Sample,6000,0,"normal-hitnormal258.ogg",93
Sample,6100,0,"normal-hitnormal259.ogg",93
Sample,6200,0,"normal-hitnormal260.ogg",93
Sample,6300,0,"normal-hitnormal261.ogg",93
Sample,4800,0,"normal-hitnormal439.ogg",93
Sample,5000,0,"normal-hitnormal440.ogg",93
Sample,5400,0,"normal-hitnormal441.ogg",93
Sample,5600,0,"normal-hitnormal442.ogg",93
Sample,5800,0,"normal-hitnormal443.ogg",93
Sample,6200,0,"normal-hitnormal444.ogg",93
Sample,6400,0,"normal-hitnormal2.ogg",93
Sample,6500,0,"normal-hitnormal2.ogg",93
Sample,6600,0,"normal-hitnormal2.ogg",93
Sample,6700,0,"normal-hitnormal2.ogg",93
Sample,6800,0,"normal-hitnormal2.ogg",93
Sample,6900,0,"normal-hitnormal2.ogg",93
Sample,7000,0,"normal-hitnormal2.ogg",93
Sample,7100,0,"normal-hitnormal2.ogg",93
Sample,7200,0,"normal-hitnormal2.ogg",93
Sample,7300,0,"normal-hitnormal2.ogg",93
Sample,7400,0,"normal-hitnormal2.ogg",93
Sample,7500,0,"normal-hitnormal2.ogg",93
Sample,7600,0,"normal-hitnormal2.ogg",93
Sample,7700,0,"normal-hitnormal2.ogg",93
Sample,7800,0,"normal-hitnormal2.ogg",93
Sample,7900,0,"normal-hitnormal2.ogg",93
Sample,7600,0,"normal-hitnormal4.ogg",93
Sample,6600,0,"normal-hitnormal7.ogg",100
Sample,7000,0,"normal-hitnormal7.ogg",100
Sample,7400,0,"normal-hitnormal7.ogg",100
Sample,7800,0,"normal-hitnormal7.ogg",100
Sample,6800,0,"normal-hitnormal13.ogg",93
Sample,7600,0,"normal-hitnormal13.ogg",93
Sample,6400,0,"normal-hitnormal15.ogg",93
Sample,7400,0,"normal-hitnormal15.ogg",93
Sample,7800,0,"normal-hitnormal15.ogg",93
Sample,6400,0,"normal-hitnormal262.ogg",93
Sample,6500,0,"normal-hitnormal263.ogg",93
Sample,6600,0,"normal-hitnormal264.ogg",93
Sample,6700,0,"normal-hitnormal265.ogg",93
Sample,6800,0,"normal-hitnormal266.ogg",93
Sample,6900,0,"normal-hitnormal267.ogg",93
Sample,7000,0,"normal-hitnormal268.ogg",93
Sample,7100,0,"normal-hitnormal269.ogg",93
Sample,7200,0,"normal-hitnormal270.ogg",93
Sample,7300,0,"normal-hitnormal271.ogg",93
Sample,7400,0,"normal-hitnormal272.ogg",93
Sample,7500,0,"normal-hitnormal273.ogg",93
Sample,7600,0,"normal-hitnormal274.ogg",93
Sample,7700,0,"normal-hitnormal275.ogg",93
Sample,7800,0,"normal-hitnormal276.ogg",93
Sample,7900,0,"normal-hitnormal277.ogg",93
Sample,6400,0,"normal-hitnormal445.ogg",93
Sample,6600,0,"normal-hitnormal446.ogg",93
Sample,7000,0,"normal-hitnormal447.ogg",93
Sample,7400,0,"normal-hitnormal448.ogg",93
Sample,7800,0,"normal-hitnormal449.ogg",93
Sample,8000,0,"normal-hitnormal2.ogg",93
Sample,8100,0,"normal-hitnormal2.ogg",93
Sample,8200,0,"normal-hitnormal2.ogg",93
Sample,8300,0,"normal-hitnormal2.ogg",93
Sample,8400,0,"normal-hitnormal2.ogg",93
Sample,8500,0,"normal-hitnormal2.ogg",93
Sample,8600,0,"normal-hitnormal2.ogg",93
Sample,8700,0,"normal-hitnormal2.ogg",93
Sample,8800,0,"normal-hitnormal2.ogg",93
Sample,8900,0,"normal-hitnormal2.ogg",93
Sample,9000,0,"normal-hitnormal2.ogg",93
Sample,9100,0,"normal-hitnormal2.ogg",93
Sample,9200,0,"normal-hitnormal2.ogg",93
Sample,9300,0,"normal-hitnormal2.ogg",93
Sample,9400,0,"normal-hitnormal2.ogg",93
Sample,9500,0,"normal-hitnormal2.ogg",93
Sample,9200,0,"normal-hitnormal4.ogg",93
Sample,8200,0,"normal-hitnormal7.ogg",100
Sample,8600,0,"normal-hitnormal7.ogg",100
Sample,9000,0,"normal-hitnormal7.ogg",100
Sample,9400,0,"normal-hitnormal7.ogg",100
Sample,8400,0,"normal-hitnormal13.ogg",93
Sample,9200,0,"normal-hitnormal13.ogg",93
Sample,8000,0,"normal-hitnormal15.ogg",93
Sample,9000,0,"normal-hitnormal15.ogg",93
Sample,9400,0,"normal-hitnormal15.ogg",93
Sample,8000,0,"normal-hitnormal278.ogg",93
Sample,8100,0,"normal-hitnormal279.ogg",93
Sample,8200,0,"normal-hitnormal280.ogg",93
Sample,8300,0,"normal-hitnormal281.ogg",93
Sample,8400,0,"normal-hitnormal282.ogg",93
Sample,8500,0,"normal-hitnormal283.ogg",93
Sample,8600,0,"normal-hitnormal284.ogg",93
Sample,8700,0,"normal-hitnormal285.ogg",93
Sample,8800,0,"normal-hitnormal286.ogg",93
Sample,8900,0,"normal-hitnormal287.ogg",93
Sample,9000,0,"normal-hitnormal288.ogg",93
Sample,9100,0,"normal-hitnormal289.ogg",93
Sample,9200,0,"normal-hitnormal290.ogg",93
Sample,9300,0,"normal-hitnormal291.ogg",93
Sample,9400,0,"normal-hitnormal292.ogg",93
Sample,9500,0,"normal-hitnormal293.ogg",93
Sample,8000,0,"normal-hitnormal450.ogg",93
Sample,8200,0,"normal-hitnormal451.ogg",93
Sample,8600,0,"normal-hitnormal452.ogg",93
Sample,8800,0,"normal-hitnormal453.ogg",93
Sample,9000,0,"normal-hitnormal454.ogg",93
Sample,9200,0,"normal-hitnormal455.ogg",93
Sample,9400,0,"normal-hitnormal456.ogg",93
Sample,9600,0,"normal-hitnormal2.ogg",93
Sample,9700,0,"normal-hitnormal2.ogg",93
Sample,9800,0,"normal-hitnormal2.ogg",93
Sample,9900,0,"normal-hitnormal2.ogg",93
Sample,10000,0,"normal-hitnormal2.ogg",93
Sample,10100,0,"normal-hitnormal2.ogg",93
Sample,10200,0,"normal-hitnormal2.ogg",93
Sample,10300,0,"normal-hitnormal2.ogg",93
Sample,10400,0,"normal-hitnormal2.ogg",93
Sample,10500,0,"normal-hitnormal2.ogg",93
Sample,10600,0,"normal-hitnormal2.ogg",93
Sample,10700,0,"normal-hitnormal2.ogg",93
Sample,10800,0,"normal-hitnormal2.ogg",93
Sample,10900,0,"normal-hitnormal2.ogg",93
Sample,11000,0,"normal-hitnormal2.ogg",93
Sample,11100,0,"normal-hitnormal2.ogg",93
Sample,9600,0,"normal-hitnormal4.ogg",93
Sample,9800,0,"normal-hitnormal7.ogg",100
Sample,10200,0,"normal-hitnormal7.ogg",100
Sample,10600,0,"normal-hitnormal7.ogg",100
Sample,11000,0,"normal-hitnormal7.ogg",100
Sample,10000,0,"normal-hitnormal13.ogg",93
Sample,10800,0,"normal-hitnormal13.ogg",93
Sample,9600,0,"normal-hitnormal15.ogg",93
Sample,10600,0,"normal-hitnormal15.ogg",93
Sample,9600,0,"normal-hitnormal294.ogg",93
Sample,9700,0,"normal-hitnormal295.ogg",93
Sample,9800,0,"normal-hitnormal296.ogg",93
Sample,9900,0,"normal-hitnormal297.ogg",93
Sample,10000,0,"normal-hitnormal298.ogg",93
Sample,10100,0,"normal-hitnormal299.ogg",93
Sample,10200,0,"normal-hitnormal300.ogg",93
Sample,10300,0,"normal-hitnormal301.ogg",93
Sample,10400,0,"normal-hitnormal302.ogg",93
Sample,10500,0,"normal-hitnormal303.ogg",93
Sample,10600,0,"normal-hitnormal304.ogg",93
Sample,10700,0,"normal-hitnormal305.ogg",93
Sample,10800,0,"normal-hitnormal306.ogg",93
